timestamp,device_id,protocol,event_type,cycle,value,severity,source_ip
2025-08-01T08:03:01Z,OpenPLC-001,OpenPLC,cycle_end,93,ok,info,192.168.4.33
2025-08-01T08:03:07Z,OpenPLC-004,OpenPLC,cycle_end,91,ok,info,192.168.4.74
2025-08-01T08:03:15Z,OpenPLC-001,OpenPLC,logic_injection,2,ok,info,192.168.2.230
2025-08-01T08:03:21Z,OpenPLC-005,OpenPLC,logic_injection,21,ok,info,192.168.1.166
2025-08-01T08:03:27Z,OpenPLC-005,OpenPLC,logic_injection,69,ok,info,192.168.0.223
2025-08-01T08:03:36Z,OpenPLC-005,OpenPLC,logic_injection,11,ok,info,192.168.5.250
2025-08-01T08:03:46Z,OpenPLC-005,OpenPLC,cycle_start,3,ok,info,192.168.0.167
2025-08-01T08:03:52Z,OpenPLC-004,OpenPLC,logic_injection,93,ok,info,192.168.4.213
2025-08-01T08:03:58Z,OpenPLC-004,OpenPLC,cycle_end,92,ok,info,192.168.0.88
2025-08-01T08:04:05Z,OpenPLC-003,OpenPLC,cycle_end,4,ok,info,192.168.4.18
2025-08-01T08:04:10Z,OpenPLC-001,OpenPLC,logic_injection,15,ok,info,192.168.5.23
2025-08-01T08:04:20Z,OpenPLC-001,OpenPLC,cycle_end,12,ok,info,192.168.4.10
2025-08-01T08:04:29Z,OpenPLC-001,OpenPLC,cycle_start,4,ok,info,192.168.5.96
2025-08-01T08:04:38Z,OpenPLC-002,OpenPLC,cycle_end,55,ok,info,192.168.0.117
2025-08-01T08:04:45Z,OpenPLC-001,OpenPLC,cycle_start,13,ok,info,192.168.1.210
2025-08-01T08:04:50Z,OpenPLC-001,OpenPLC,logic_injection,10,ok,info,192.168.3.114
2025-08-01T08:04:58Z,OpenPLC-005,OpenPLC,cycle_start,61,ok,info,192.168.5.159
2025-08-01T08:05:07Z,OpenPLC-003,OpenPLC,logic_injection,81,ok,info,192.168.1.103
2025-08-01T08:05:14Z,OpenPLC-001,OpenPLC,cycle_end,45,ok,info,192.168.0.80
2025-08-01T08:05:22Z,OpenPLC-004,OpenPLC,cycle_end,65,ok,info,192.168.2.80
2025-08-01T08:05:32Z,OpenPLC-002,OpenPLC,logic_injection,45,ok,info,192.168.3.121
2025-08-01T08:05:42Z,OpenPLC-002,OpenPLC,cycle_end,54,ok,info,192.168.4.66
2025-08-01T08:05:50Z,OpenPLC-004,OpenPLC,cycle_end,71,ok,info,192.168.0.183
2025-08-01T08:05:57Z,OpenPLC-003,OpenPLC,logic_injection,33,ok,info,192.168.1.224
2025-08-01T08:06:06Z,OpenPLC-004,OpenPLC,logic_injection,75,ok,info,192.168.3.78
2025-08-01T08:06:16Z,OpenPLC-004,OpenPLC,cycle_end,83,ok,info,192.168.3.249
2025-08-01T08:06:26Z,OpenPLC-004,OpenPLC,cycle_start,85,ok,info,192.168.3.234
2025-08-01T08:06:35Z,OpenPLC-004,OpenPLC,cycle_start,69,ok,info,192.168.0.27
2025-08-01T08:06:45Z,OpenPLC-005,OpenPLC,logic_injection,9,ok,info,192.168.1.98
2025-08-01T08:06:50Z,OpenPLC-002,OpenPLC,cycle_end,91,ok,info,192.168.3.60
2025-08-01T08:06:58Z,OpenPLC-005,OpenPLC,cycle_end,6,ok,info,192.168.2.245
2025-08-01T08:07:05Z,OpenPLC-005,OpenPLC,logic_injection,99,ok,info,192.168.0.87
2025-08-01T08:07:12Z,OpenPLC-003,OpenPLC,cycle_end,2,ok,info,192.168.5.113
2025-08-01T08:07:18Z,OpenPLC-003,OpenPLC,cycle_start,68,ok,info,192.168.0.182
2025-08-01T08:07:24Z,OpenPLC-004,OpenPLC,cycle_start,29,ok,info,192.168.3.5
2025-08-01T08:07:29Z,OpenPLC-005,OpenPLC,logic_injection,75,ok,info,192.168.3.190
2025-08-01T08:07:37Z,OpenPLC-001,OpenPLC,cycle_start,63,ok,info,192.168.2.100
2025-08-01T08:07:42Z,OpenPLC-003,OpenPLC,cycle_end,13,ok,info,192.168.3.194
2025-08-01T08:07:49Z,OpenPLC-002,OpenPLC,logic_injection,60,ok,info,192.168.1.212
2025-08-01T08:07:56Z,OpenPLC-004,OpenPLC,cycle_start,87,ok,info,192.168.1.173
2025-08-01T08:08:06Z,OpenPLC-001,OpenPLC,logic_injection,71,ok,info,192.168.4.245
2025-08-01T08:08:13Z,OpenPLC-005,OpenPLC,logic_injection,79,ok,info,192.168.0.162
2025-08-01T08:08:18Z,OpenPLC-001,OpenPLC,logic_injection,82,ok,info,192.168.1.78
2025-08-01T08:08:27Z,OpenPLC-001,OpenPLC,cycle_start,99,ok,info,192.168.0.209
2025-08-01T08:08:33Z,OpenPLC-001,OpenPLC,cycle_end,49,ok,info,192.168.5.251
2025-08-01T08:08:39Z,OpenPLC-002,OpenPLC,cycle_start,17,ok,info,192.168.3.219
2025-08-01T08:08:44Z,OpenPLC-003,OpenPLC,cycle_start,25,ok,info,192.168.2.162
2025-08-01T08:08:51Z,OpenPLC-002,OpenPLC,cycle_start,75,ok,info,192.168.3.194
2025-08-01T08:08:58Z,OpenPLC-003,OpenPLC,logic_injection,48,ok,info,192.168.5.7
2025-08-01T08:09:05Z,OpenPLC-001,OpenPLC,logic_injection,88,ok,info,192.168.4.186
2025-08-01T08:09:14Z,OpenPLC-005,OpenPLC,logic_injection,75,ok,info,192.168.2.121
2025-08-01T08:09:20Z,OpenPLC-003,OpenPLC,cycle_start,33,ok,info,192.168.0.206
2025-08-01T08:09:30Z,OpenPLC-005,OpenPLC,logic_injection,58,ok,info,192.168.0.69
2025-08-01T08:09:35Z,OpenPLC-001,OpenPLC,logic_injection,55,ok,info,192.168.0.62
2025-08-01T08:09:43Z,OpenPLC-001,OpenPLC,cycle_end,77,ok,info,192.168.3.41
2025-08-01T08:09:50Z,OpenPLC-002,OpenPLC,cycle_end,20,ok,info,192.168.5.29
2025-08-01T08:10:00Z,OpenPLC-004,OpenPLC,logic_injection,35,ok,info,192.168.4.72
2025-08-01T08:10:09Z,OpenPLC-002,OpenPLC,logic_injection,46,ok,info,192.168.1.13
2025-08-01T08:10:18Z,OpenPLC-002,OpenPLC,logic_injection,69,ok,info,192.168.0.212
2025-08-01T08:10:27Z,OpenPLC-003,OpenPLC,cycle_start,64,ok,info,192.168.1.241
2025-08-01T08:10:37Z,OpenPLC-005,OpenPLC,logic_injection,69,ok,info,192.168.3.227
2025-08-01T08:10:44Z,OpenPLC-005,OpenPLC,logic_injection,69,ok,info,192.168.4.193
2025-08-01T08:10:52Z,OpenPLC-002,OpenPLC,logic_injection,59,ok,info,192.168.2.50
2025-08-01T08:10:57Z,OpenPLC-005,OpenPLC,logic_injection,67,ok,info,192.168.5.129
2025-08-01T08:11:04Z,OpenPLC-003,OpenPLC,cycle_start,66,ok,info,192.168.4.78
2025-08-01T08:11:10Z,OpenPLC-005,OpenPLC,cycle_start,51,ok,info,192.168.4.118
2025-08-01T08:11:20Z,OpenPLC-001,OpenPLC,logic_injection,65,ok,info,192.168.0.231
2025-08-01T08:11:25Z,OpenPLC-003,OpenPLC,cycle_end,10,ok,info,192.168.0.118
2025-08-01T08:11:30Z,OpenPLC-004,OpenPLC,cycle_start,14,ok,info,192.168.4.250
2025-08-01T08:11:37Z,OpenPLC-004,OpenPLC,logic_injection,79,ok,info,192.168.3.149
2025-08-01T08:11:42Z,OpenPLC-001,OpenPLC,cycle_end,74,ok,info,192.168.1.234
2025-08-01T08:11:49Z,OpenPLC-004,OpenPLC,logic_injection,33,ok,info,192.168.1.9
2025-08-01T08:11:55Z,OpenPLC-003,OpenPLC,cycle_start,50,ok,info,192.168.1.48
2025-08-01T08:12:02Z,OpenPLC-002,OpenPLC,cycle_start,60,ok,info,192.168.3.124
2025-08-01T08:12:11Z,OpenPLC-002,OpenPLC,cycle_end,49,ok,info,192.168.0.85
2025-08-01T08:12:16Z,OpenPLC-005,OpenPLC,logic_injection,88,ok,info,192.168.0.198
2025-08-01T08:12:25Z,OpenPLC-003,OpenPLC,cycle_end,57,ok,info,192.168.4.168
2025-08-01T08:12:35Z,OpenPLC-003,OpenPLC,cycle_start,75,ok,info,192.168.0.46
2025-08-01T08:12:44Z,OpenPLC-004,OpenPLC,cycle_start,91,ok,info,192.168.1.10
2025-08-01T08:12:52Z,OpenPLC-002,OpenPLC,cycle_end,1,ok,info,192.168.0.104
2025-08-01T08:12:59Z,OpenPLC-005,OpenPLC,logic_injection,35,ok,info,192.168.0.32
2025-08-01T08:13:05Z,OpenPLC-001,OpenPLC,cycle_end,80,ok,info,192.168.0.80
2025-08-01T08:13:14Z,OpenPLC-002,OpenPLC,logic_injection,69,ok,info,192.168.2.136
2025-08-01T08:13:20Z,OpenPLC-001,OpenPLC,logic_injection,66,ok,info,192.168.3.41
2025-08-01T08:13:26Z,OpenPLC-005,OpenPLC,cycle_start,33,ok,info,192.168.4.253
2025-08-01T08:13:34Z,OpenPLC-005,OpenPLC,cycle_end,40,ok,info,192.168.2.73
2025-08-01T08:13:44Z,OpenPLC-005,OpenPLC,cycle_end,49,ok,info,192.168.1.171
2025-08-01T08:13:53Z,OpenPLC-004,OpenPLC,cycle_end,69,ok,info,192.168.3.216
2025-08-01T08:13:58Z,OpenPLC-004,OpenPLC,cycle_start,63,ok,info,192.168.0.6
2025-08-01T08:14:04Z,OpenPLC-003,OpenPLC,cycle_end,69,ok,info,192.168.5.148
2025-08-01T08:14:09Z,OpenPLC-003,OpenPLC,cycle_start,31,ok,info,192.168.2.165
2025-08-01T08:14:14Z,OpenPLC-001,OpenPLC,cycle_end,2,ok,info,192.168.2.160
2025-08-01T08:14:19Z,OpenPLC-005,OpenPLC,cycle_end,80,ok,info,192.168.0.60
2025-08-01T08:14:25Z,OpenPLC-001,OpenPLC,cycle_start,51,ok,info,192.168.3.77
2025-08-01T08:14:32Z,OpenPLC-004,OpenPLC,cycle_start,32,ok,info,192.168.3.66
2025-08-01T08:14:41Z,OpenPLC-005,OpenPLC,logic_injection,65,ok,info,192.168.2.248
2025-08-01T08:14:46Z,OpenPLC-001,OpenPLC,cycle_start,95,ok,info,192.168.4.121
2025-08-01T08:14:55Z,OpenPLC-004,OpenPLC,cycle_end,75,ok,info,192.168.0.94
2025-08-01T08:15:01Z,OpenPLC-005,OpenPLC,cycle_end,9,ok,info,192.168.3.44
2025-08-01T08:15:06Z,OpenPLC-005,OpenPLC,cycle_end,75,ok,info,192.168.5.19
2025-08-01T08:15:15Z,OpenPLC-003,OpenPLC,cycle_start,59,ok,info,192.168.1.64
2025-08-01T08:15:21Z,OpenPLC-001,OpenPLC,cycle_end,51,ok,info,192.168.0.15
2025-08-01T08:15:31Z,OpenPLC-001,OpenPLC,cycle_start,82,ok,info,192.168.0.41
2025-08-01T08:15:38Z,OpenPLC-001,OpenPLC,cycle_start,29,ok,info,192.168.1.11
2025-08-01T08:15:45Z,OpenPLC-001,OpenPLC,cycle_end,5,ok,info,192.168.1.141
2025-08-01T08:15:50Z,OpenPLC-002,OpenPLC,logic_injection,52,ok,info,192.168.0.84
2025-08-01T08:15:56Z,OpenPLC-001,OpenPLC,logic_injection,12,ok,info,192.168.4.147
2025-08-01T08:16:01Z,OpenPLC-005,OpenPLC,cycle_start,43,ok,info,192.168.5.122
2025-08-01T08:16:11Z,OpenPLC-003,OpenPLC,cycle_start,19,ok,info,192.168.3.36
2025-08-01T08:16:20Z,OpenPLC-005,OpenPLC,logic_injection,13,ok,info,192.168.5.166
2025-08-01T08:16:26Z,OpenPLC-003,OpenPLC,cycle_start,95,ok,info,192.168.1.220
2025-08-01T08:16:31Z,OpenPLC-004,OpenPLC,cycle_end,82,ok,info,192.168.3.249
2025-08-01T08:16:39Z,OpenPLC-002,OpenPLC,logic_injection,64,ok,info,192.168.2.239
2025-08-01T08:16:47Z,OpenPLC-004,OpenPLC,logic_injection,71,ok,info,192.168.4.240
2025-08-01T08:16:53Z,OpenPLC-001,OpenPLC,cycle_end,50,ok,info,192.168.0.150
2025-08-01T08:17:00Z,OpenPLC-004,OpenPLC,logic_injection,29,ok,info,192.168.1.46
2025-08-01T08:17:05Z,OpenPLC-005,OpenPLC,logic_injection,10,ok,info,192.168.4.29
2025-08-01T08:17:14Z,OpenPLC-001,OpenPLC,cycle_end,18,ok,info,192.168.4.9
2025-08-01T08:17:23Z,OpenPLC-004,OpenPLC,cycle_start,17,ok,info,192.168.4.17
2025-08-01T08:17:30Z,OpenPLC-002,OpenPLC,logic_injection,22,ok,info,192.168.4.227
2025-08-01T08:17:35Z,OpenPLC-004,OpenPLC,cycle_start,33,ok,info,192.168.0.154
2025-08-01T08:17:45Z,OpenPLC-005,OpenPLC,logic_injection,9,ok,info,192.168.5.191
2025-08-01T08:17:54Z,OpenPLC-004,OpenPLC,cycle_end,2,ok,info,192.168.0.8
2025-08-01T08:18:02Z,OpenPLC-003,OpenPLC,logic_injection,74,ok,info,192.168.5.2
2025-08-01T08:18:07Z,OpenPLC-005,OpenPLC,cycle_start,95,ok,info,192.168.3.105
2025-08-01T08:18:15Z,OpenPLC-003,OpenPLC,cycle_start,64,ok,info,192.168.4.151
2025-08-01T08:18:21Z,OpenPLC-001,OpenPLC,cycle_start,48,ok,info,192.168.3.72
2025-08-01T08:18:26Z,OpenPLC-003,OpenPLC,cycle_start,44,ok,info,192.168.1.200
2025-08-01T08:18:34Z,OpenPLC-001,OpenPLC,cycle_end,89,ok,info,192.168.5.85
2025-08-01T08:18:42Z,OpenPLC-003,OpenPLC,cycle_start,84,ok,info,192.168.4.49
2025-08-01T08:18:48Z,OpenPLC-002,OpenPLC,cycle_start,43,ok,info,192.168.5.247
2025-08-01T08:18:54Z,OpenPLC-004,OpenPLC,logic_injection,5,ok,info,192.168.2.7
2025-08-01T08:19:04Z,OpenPLC-003,OpenPLC,logic_injection,54,ok,info,192.168.0.65
2025-08-01T08:19:10Z,OpenPLC-003,OpenPLC,logic_injection,76,ok,info,192.168.0.8
2025-08-01T08:19:19Z,OpenPLC-003,OpenPLC,logic_injection,60,ok,info,192.168.5.19
2025-08-01T08:19:26Z,OpenPLC-002,OpenPLC,cycle_end,61,ok,info,192.168.0.99
2025-08-01T08:19:31Z,OpenPLC-004,OpenPLC,logic_injection,72,ok,info,192.168.5.157
2025-08-01T08:19:38Z,OpenPLC-002,OpenPLC,cycle_start,54,ok,info,192.168.3.36
2025-08-01T08:19:45Z,OpenPLC-004,OpenPLC,cycle_end,93,ok,info,192.168.3.221
2025-08-01T08:19:51Z,OpenPLC-004,OpenPLC,cycle_start,47,ok,info,192.168.5.161
2025-08-01T08:19:56Z,OpenPLC-005,OpenPLC,cycle_end,59,ok,info,192.168.2.29
2025-08-01T08:20:04Z,OpenPLC-004,OpenPLC,cycle_end,14,ok,info,192.168.5.45
2025-08-01T08:20:13Z,OpenPLC-001,OpenPLC,cycle_end,74,ok,info,192.168.3.183
2025-08-01T08:20:22Z,OpenPLC-003,OpenPLC,cycle_start,10,ok,info,192.168.3.144
2025-08-01T08:20:29Z,OpenPLC-003,OpenPLC,cycle_start,47,ok,info,192.168.1.17
2025-08-01T08:20:39Z,OpenPLC-002,OpenPLC,cycle_start,18,ok,info,192.168.1.199
2025-08-01T08:20:46Z,OpenPLC-002,OpenPLC,cycle_end,93,ok,info,192.168.0.180
2025-08-01T08:20:52Z,OpenPLC-004,OpenPLC,cycle_start,11,ok,info,192.168.1.200
2025-08-01T08:21:02Z,OpenPLC-005,OpenPLC,cycle_end,66,ok,info,192.168.1.17
2025-08-01T08:21:09Z,OpenPLC-001,OpenPLC,cycle_end,73,ok,info,192.168.5.1
2025-08-01T08:21:15Z,OpenPLC-001,OpenPLC,cycle_start,9,ok,info,192.168.4.252
2025-08-01T08:21:22Z,OpenPLC-004,OpenPLC,logic_injection,48,ok,info,192.168.2.65
2025-08-01T08:21:32Z,OpenPLC-003,OpenPLC,logic_injection,52,ok,info,192.168.0.241
2025-08-01T08:21:38Z,OpenPLC-004,OpenPLC,cycle_start,45,ok,info,192.168.4.192
2025-08-01T08:21:43Z,OpenPLC-003,OpenPLC,cycle_start,67,ok,info,192.168.5.29
2025-08-01T08:21:52Z,OpenPLC-004,OpenPLC,cycle_start,25,ok,info,192.168.4.142
2025-08-01T08:21:57Z,OpenPLC-005,OpenPLC,cycle_start,93,ok,info,192.168.1.200
2025-08-01T08:22:03Z,OpenPLC-001,OpenPLC,cycle_start,7,ok,info,192.168.0.170
2025-08-01T08:22:13Z,OpenPLC-001,OpenPLC,cycle_start,93,ok,info,192.168.0.29
2025-08-01T08:22:18Z,OpenPLC-002,OpenPLC,cycle_end,80,ok,info,192.168.2.130
2025-08-01T08:22:26Z,OpenPLC-002,OpenPLC,cycle_end,89,ok,info,192.168.0.239
2025-08-01T08:22:35Z,OpenPLC-004,OpenPLC,cycle_end,33,ok,info,192.168.0.175
2025-08-01T08:22:43Z,OpenPLC-002,OpenPLC,logic_injection,8,ok,info,192.168.4.202
2025-08-01T08:22:49Z,OpenPLC-005,OpenPLC,logic_injection,1,ok,info,192.168.5.109
2025-08-01T08:22:59Z,OpenPLC-001,OpenPLC,logic_injection,40,ok,info,192.168.5.15
2025-08-01T08:23:04Z,OpenPLC-003,OpenPLC,logic_injection,82,ok,info,192.168.3.181
2025-08-01T08:23:13Z,OpenPLC-003,OpenPLC,cycle_start,37,ok,info,192.168.0.238
2025-08-01T08:23:21Z,OpenPLC-002,OpenPLC,cycle_start,21,ok,info,192.168.2.182
2025-08-01T08:23:26Z,OpenPLC-005,OpenPLC,cycle_start,79,ok,info,192.168.2.96
2025-08-01T08:23:33Z,OpenPLC-005,OpenPLC,logic_injection,42,ok,info,192.168.2.39
2025-08-01T08:23:43Z,OpenPLC-005,OpenPLC,logic_injection,61,ok,info,192.168.2.44
2025-08-01T08:23:49Z,OpenPLC-004,OpenPLC,cycle_end,42,ok,info,192.168.1.212
2025-08-01T08:23:54Z,OpenPLC-001,OpenPLC,cycle_start,37,ok,info,192.168.4.206
2025-08-01T08:23:59Z,OpenPLC-001,OpenPLC,cycle_start,16,ok,info,192.168.3.38
2025-08-01T08:24:08Z,OpenPLC-001,OpenPLC,logic_injection,40,ok,info,192.168.0.84
2025-08-01T08:24:16Z,OpenPLC-004,OpenPLC,cycle_end,15,ok,info,192.168.3.231
2025-08-01T08:24:26Z,OpenPLC-004,OpenPLC,cycle_end,74,ok,info,192.168.3.25
2025-08-01T08:24:32Z,OpenPLC-004,OpenPLC,logic_injection,9,ok,info,192.168.4.119
2025-08-01T08:24:42Z,OpenPLC-003,OpenPLC,logic_injection,53,ok,info,192.168.3.70
2025-08-01T08:24:49Z,OpenPLC-003,OpenPLC,cycle_start,88,ok,info,192.168.5.73
2025-08-01T08:24:55Z,OpenPLC-003,OpenPLC,logic_injection,14,ok,info,192.168.3.69
2025-08-01T08:25:03Z,OpenPLC-004,OpenPLC,logic_injection,20,ok,info,192.168.3.249
2025-08-01T08:25:10Z,OpenPLC-001,OpenPLC,cycle_start,20,ok,info,192.168.3.151
2025-08-01T08:25:19Z,OpenPLC-001,OpenPLC,cycle_end,51,ok,info,192.168.5.217
2025-08-01T08:25:26Z,OpenPLC-004,OpenPLC,cycle_end,95,ok,info,192.168.0.59
2025-08-01T08:25:31Z,OpenPLC-001,OpenPLC,cycle_end,8,ok,info,192.168.2.47
2025-08-01T08:25:37Z,OpenPLC-005,OpenPLC,cycle_start,10,ok,info,192.168.5.203
2025-08-01T08:25:45Z,OpenPLC-003,OpenPLC,logic_injection,10,ok,info,192.168.1.132
2025-08-01T08:25:51Z,OpenPLC-001,OpenPLC,cycle_start,39,ok,info,192.168.0.152
2025-08-01T08:25:56Z,OpenPLC-002,OpenPLC,cycle_start,94,ok,info,192.168.4.154
2025-08-01T08:26:06Z,OpenPLC-001,OpenPLC,logic_injection,13,ok,info,192.168.2.240
2025-08-01T08:26:16Z,OpenPLC-005,OpenPLC,cycle_start,74,ok,info,192.168.0.104
2025-08-01T08:26:22Z,OpenPLC-005,OpenPLC,cycle_start,2,ok,info,192.168.3.31
2025-08-01T08:26:27Z,OpenPLC-001,OpenPLC,cycle_end,22,ok,info,192.168.3.180
2025-08-01T08:26:36Z,OpenPLC-001,OpenPLC,cycle_end,72,ok,info,192.168.5.19
2025-08-01T08:26:43Z,OpenPLC-005,OpenPLC,cycle_end,52,ok,info,192.168.4.249
2025-08-01T08:26:52Z,OpenPLC-003,OpenPLC,logic_injection,88,ok,info,192.168.1.94
2025-08-01T08:27:02Z,OpenPLC-003,OpenPLC,logic_injection,51,ok,info,192.168.0.137
2025-08-01T08:27:11Z,OpenPLC-002,OpenPLC,cycle_start,69,ok,info,192.168.1.214
2025-08-01T08:27:16Z,OpenPLC-004,OpenPLC,cycle_start,21,ok,info,192.168.1.188
2025-08-01T08:27:25Z,OpenPLC-002,OpenPLC,logic_injection,56,ok,info,192.168.1.21
2025-08-01T08:27:33Z,OpenPLC-002,OpenPLC,cycle_end,100,ok,info,192.168.3.16
2025-08-01T08:27:41Z,OpenPLC-003,OpenPLC,logic_injection,63,ok,info,192.168.4.221
2025-08-01T08:27:50Z,OpenPLC-005,OpenPLC,cycle_end,39,ok,info,192.168.3.248
2025-08-01T08:28:00Z,OpenPLC-004,OpenPLC,cycle_start,90,ok,info,192.168.3.19
2025-08-01T08:28:09Z,OpenPLC-004,OpenPLC,cycle_start,41,ok,info,192.168.0.174
2025-08-01T08:28:17Z,OpenPLC-002,OpenPLC,cycle_start,32,ok,info,192.168.5.232
2025-08-01T08:28:26Z,OpenPLC-003,OpenPLC,logic_injection,64,ok,info,192.168.5.185
2025-08-01T08:28:36Z,OpenPLC-001,OpenPLC,logic_injection,24,ok,info,192.168.4.107
2025-08-01T08:28:46Z,OpenPLC-002,OpenPLC,cycle_start,57,ok,info,192.168.1.204
2025-08-01T08:28:54Z,OpenPLC-003,OpenPLC,cycle_start,22,ok,info,192.168.0.138
2025-08-01T08:29:02Z,OpenPLC-002,OpenPLC,cycle_start,42,ok,info,192.168.5.180
2025-08-01T08:29:12Z,OpenPLC-004,OpenPLC,cycle_start,74,ok,info,192.168.2.223
2025-08-01T08:29:22Z,OpenPLC-005,OpenPLC,cycle_end,25,ok,info,192.168.5.138
2025-08-01T08:29:30Z,OpenPLC-002,OpenPLC,logic_injection,48,ok,info,192.168.5.84
2025-08-01T08:29:38Z,OpenPLC-005,OpenPLC,cycle_start,80,ok,info,192.168.4.14
2025-08-01T08:29:47Z,OpenPLC-004,OpenPLC,cycle_end,1,ok,info,192.168.3.195
2025-08-01T08:29:57Z,OpenPLC-003,OpenPLC,cycle_start,62,ok,info,192.168.0.159
2025-08-01T08:30:02Z,OpenPLC-002,OpenPLC,logic_injection,57,ok,info,192.168.5.99
2025-08-01T08:30:09Z,OpenPLC-001,OpenPLC,cycle_start,91,ok,info,192.168.4.158
2025-08-01T08:30:19Z,OpenPLC-001,OpenPLC,cycle_start,98,ok,info,192.168.3.201
2025-08-01T08:30:28Z,OpenPLC-002,OpenPLC,logic_injection,76,ok,info,192.168.4.59
2025-08-01T08:30:38Z,OpenPLC-004,OpenPLC,cycle_end,49,ok,info,192.168.1.138
2025-08-01T08:30:44Z,OpenPLC-002,OpenPLC,logic_injection,47,ok,info,192.168.4.45
2025-08-01T08:30:51Z,OpenPLC-005,OpenPLC,cycle_start,13,ok,info,192.168.5.75
2025-08-01T08:30:58Z,OpenPLC-005,OpenPLC,cycle_start,82,ok,info,192.168.2.71
2025-08-01T08:31:04Z,OpenPLC-002,OpenPLC,cycle_end,73,ok,info,192.168.5.228
2025-08-01T08:31:12Z,OpenPLC-004,OpenPLC,cycle_end,42,ok,info,192.168.0.99
2025-08-01T08:31:17Z,OpenPLC-002,OpenPLC,cycle_start,84,ok,info,192.168.1.59
2025-08-01T08:31:23Z,OpenPLC-003,OpenPLC,logic_injection,48,ok,info,192.168.3.53
2025-08-01T08:31:30Z,OpenPLC-003,OpenPLC,cycle_end,48,ok,info,192.168.0.138
2025-08-01T08:31:36Z,OpenPLC-004,OpenPLC,cycle_start,84,ok,info,192.168.5.133
2025-08-01T08:31:46Z,OpenPLC-001,OpenPLC,cycle_start,10,ok,info,192.168.2.74
2025-08-01T08:31:55Z,OpenPLC-004,OpenPLC,logic_injection,21,ok,info,192.168.2.80
2025-08-01T08:32:01Z,OpenPLC-005,OpenPLC,logic_injection,55,ok,info,192.168.2.203
2025-08-01T08:32:08Z,OpenPLC-002,OpenPLC,logic_injection,67,ok,info,192.168.1.241
2025-08-01T08:32:16Z,OpenPLC-001,OpenPLC,cycle_end,9,ok,info,192.168.2.236
2025-08-01T08:32:21Z,OpenPLC-005,OpenPLC,cycle_start,88,ok,info,192.168.5.224
2025-08-01T08:32:27Z,OpenPLC-002,OpenPLC,logic_injection,99,ok,info,192.168.3.91
2025-08-01T08:32:32Z,OpenPLC-002,OpenPLC,cycle_start,16,ok,info,192.168.1.195
2025-08-01T08:32:38Z,OpenPLC-001,OpenPLC,cycle_start,2,ok,info,192.168.2.200
2025-08-01T08:32:46Z,OpenPLC-002,OpenPLC,logic_injection,87,ok,info,192.168.4.106
2025-08-01T08:32:53Z,OpenPLC-004,OpenPLC,logic_injection,13,ok,info,192.168.2.66
2025-08-01T08:32:59Z,OpenPLC-002,OpenPLC,cycle_start,26,ok,info,192.168.4.146
2025-08-01T08:33:09Z,OpenPLC-002,OpenPLC,logic_injection,29,ok,info,192.168.4.102
2025-08-01T08:33:16Z,OpenPLC-003,OpenPLC,cycle_start,81,ok,info,192.168.1.231
