timestamp,device_id,protocol,event_type,cycle,value,severity,source_ip
2025-08-01T08:07:14Z,OpenPLC-003,OpenPLC,cycle_end,31,ok,critical,10.0.0.254
2025-08-01T08:07:19Z,OpenPLC-002,OpenPLC,cycle_end,25,injected,critical,10.0.0.254
2025-08-01T08:07:24Z,OpenPLC-002,OpenPLC,cycle_end,37,fail,critical,10.0.0.254
2025-08-01T08:07:31Z,OpenPLC-004,OpenPLC,logic_injection,53,fail,critical,192.168.99.99
2025-08-01T08:07:41Z,OpenPLC-004,OpenPLC,logic_injection,18,ok,critical,192.168.99.99
2025-08-01T08:07:49Z,OpenPLC-003,OpenPLC,cycle_start,71,fail,critical,192.168.99.99
2025-08-01T08:07:55Z,OpenPLC-002,OpenPLC,logic_injection,90,ok,critical,10.0.0.254
2025-08-01T08:08:02Z,OpenPLC-003,OpenPLC,logic_injection,36,ok,critical,192.168.99.99
2025-08-01T08:08:12Z,OpenPLC-001,OpenPLC,logic_injection,2,fail,critical,10.0.0.254
2025-08-01T08:08:21Z,OpenPLC-005,OpenPLC,cycle_start,26,injected,critical,10.0.0.254
2025-08-01T08:08:30Z,OpenPLC-003,OpenPLC,cycle_end,95,injected,critical,10.0.0.254
2025-08-01T08:08:39Z,OpenPLC-002,OpenPLC,cycle_end,10,ok,critical,192.168.99.99
2025-08-01T08:08:44Z,OpenPLC-002,OpenPLC,cycle_start,33,fail,critical,192.168.99.99
2025-08-01T08:08:53Z,OpenPLC-004,OpenPLC,logic_injection,99,fail,critical,192.168.99.99
2025-08-01T08:09:02Z,OpenPLC-002,OpenPLC,logic_injection,81,injected,critical,192.168.99.99
2025-08-01T08:09:08Z,OpenPLC-002,OpenPLC,cycle_end,74,ok,critical,192.168.99.99
2025-08-01T08:09:18Z,OpenPLC-001,OpenPLC,logic_injection,80,injected,critical,10.0.0.254
2025-08-01T08:09:24Z,OpenPLC-005,OpenPLC,cycle_start,2,injected,critical,10.0.0.254
2025-08-01T08:09:34Z,OpenPLC-002,OpenPLC,cycle_start,43,injected,critical,10.0.0.254
2025-08-01T08:09:41Z,OpenPLC-005,OpenPLC,logic_injection,71,ok,critical,10.0.0.254
2025-08-01T08:09:51Z,OpenPLC-001,OpenPLC,logic_injection,49,fail,critical,10.0.0.254
2025-08-01T08:10:01Z,OpenPLC-005,OpenPLC,logic_injection,82,ok,critical,10.0.0.254
2025-08-01T08:10:06Z,OpenPLC-002,OpenPLC,cycle_start,14,injected,critical,10.0.0.254
2025-08-01T08:10:13Z,OpenPLC-005,OpenPLC,logic_injection,92,ok,critical,192.168.99.99
2025-08-01T08:10:18Z,OpenPLC-001,OpenPLC,logic_injection,95,fail,critical,192.168.99.99
2025-08-01T08:10:28Z,OpenPLC-003,OpenPLC,cycle_start,72,fail,critical,192.168.99.99
2025-08-01T08:10:37Z,OpenPLC-002,OpenPLC,cycle_end,80,ok,critical,192.168.99.99
2025-08-01T08:10:46Z,OpenPLC-004,OpenPLC,cycle_end,95,injected,critical,10.0.0.254
2025-08-01T08:10:53Z,OpenPLC-003,OpenPLC,logic_injection,66,fail,critical,192.168.99.99
2025-08-01T08:10:58Z,OpenPLC-002,OpenPLC,cycle_end,21,ok,critical,10.0.0.254
2025-08-01T08:11:07Z,OpenPLC-001,OpenPLC,logic_injection,47,ok,critical,192.168.99.99
2025-08-01T08:11:17Z,OpenPLC-003,OpenPLC,cycle_start,57,injected,critical,10.0.0.254
2025-08-01T08:11:22Z,OpenPLC-004,OpenPLC,logic_injection,61,ok,critical,10.0.0.254
2025-08-01T08:11:30Z,OpenPLC-005,OpenPLC,cycle_end,90,injected,critical,192.168.99.99
2025-08-01T08:11:38Z,OpenPLC-005,OpenPLC,cycle_end,58,injected,critical,192.168.99.99
2025-08-01T08:11:48Z,OpenPLC-004,OpenPLC,cycle_start,44,injected,critical,192.168.99.99
2025-08-01T08:11:53Z,OpenPLC-003,OpenPLC,cycle_start,83,injected,critical,192.168.99.99
2025-08-01T08:12:03Z,OpenPLC-004,OpenPLC,cycle_start,36,fail,critical,192.168.99.99
2025-08-01T08:12:13Z,OpenPLC-002,OpenPLC,cycle_start,45,fail,critical,192.168.99.99
2025-08-01T08:12:19Z,OpenPLC-004,OpenPLC,cycle_end,30,injected,critical,10.0.0.254
2025-08-01T08:12:25Z,OpenPLC-004,OpenPLC,logic_injection,2,fail,critical,10.0.0.254
2025-08-01T08:12:30Z,OpenPLC-001,OpenPLC,cycle_start,15,fail,critical,10.0.0.254
2025-08-01T08:12:40Z,OpenPLC-004,OpenPLC,logic_injection,8,fail,critical,10.0.0.254
2025-08-01T08:12:47Z,OpenPLC-005,OpenPLC,cycle_start,70,ok,critical,10.0.0.254
2025-08-01T08:12:56Z,OpenPLC-005,OpenPLC,cycle_start,62,fail,critical,192.168.99.99
2025-08-01T08:13:02Z,OpenPLC-002,OpenPLC,logic_injection,77,injected,critical,192.168.99.99
2025-08-01T08:13:12Z,OpenPLC-001,OpenPLC,logic_injection,13,fail,critical,192.168.99.99
2025-08-01T08:13:22Z,OpenPLC-003,OpenPLC,logic_injection,30,fail,critical,192.168.99.99
2025-08-01T08:13:28Z,OpenPLC-001,OpenPLC,logic_injection,70,injected,critical,10.0.0.254
2025-08-01T08:13:36Z,OpenPLC-005,OpenPLC,cycle_start,59,fail,critical,192.168.99.99
2025-08-01T08:13:44Z,OpenPLC-001,OpenPLC,cycle_start,77,injected,critical,192.168.99.99
2025-08-01T08:13:49Z,OpenPLC-002,OpenPLC,cycle_start,49,fail,critical,10.0.0.254
2025-08-01T08:13:58Z,OpenPLC-003,OpenPLC,cycle_start,38,ok,critical,192.168.99.99
2025-08-01T08:14:07Z,OpenPLC-002,OpenPLC,cycle_start,68,fail,critical,10.0.0.254
2025-08-01T08:14:14Z,OpenPLC-005,OpenPLC,logic_injection,73,injected,critical,10.0.0.254
2025-08-01T08:14:21Z,OpenPLC-003,OpenPLC,cycle_start,84,fail,critical,10.0.0.254
2025-08-01T08:14:27Z,OpenPLC-004,OpenPLC,cycle_end,15,fail,critical,10.0.0.254
2025-08-01T08:14:35Z,OpenPLC-001,OpenPLC,logic_injection,15,ok,critical,192.168.99.99
2025-08-01T08:14:42Z,OpenPLC-004,OpenPLC,cycle_end,92,fail,critical,10.0.0.254
2025-08-01T08:14:52Z,OpenPLC-005,OpenPLC,cycle_end,71,injected,critical,10.0.0.254
2025-08-01T08:15:01Z,OpenPLC-002,OpenPLC,logic_injection,14,ok,critical,10.0.0.254
2025-08-01T08:15:11Z,OpenPLC-004,OpenPLC,cycle_end,12,fail,critical,10.0.0.254
2025-08-01T08:15:20Z,OpenPLC-005,OpenPLC,cycle_start,57,injected,critical,10.0.0.254
2025-08-01T08:15:26Z,OpenPLC-003,OpenPLC,logic_injection,96,fail,critical,192.168.99.99
2025-08-01T08:15:32Z,OpenPLC-004,OpenPLC,logic_injection,63,ok,critical,192.168.99.99
2025-08-01T08:15:38Z,OpenPLC-003,OpenPLC,cycle_start,82,ok,critical,192.168.99.99
2025-08-01T08:15:45Z,OpenPLC-004,OpenPLC,logic_injection,54,injected,critical,192.168.99.99
2025-08-01T08:15:55Z,OpenPLC-002,OpenPLC,cycle_start,79,ok,critical,10.0.0.254
2025-08-01T08:16:05Z,OpenPLC-002,OpenPLC,logic_injection,79,ok,critical,10.0.0.254
2025-08-01T08:16:10Z,OpenPLC-005,OpenPLC,cycle_end,44,injected,critical,192.168.99.99
2025-08-01T08:16:20Z,OpenPLC-004,OpenPLC,cycle_start,39,fail,critical,10.0.0.254
2025-08-01T08:16:25Z,OpenPLC-001,OpenPLC,cycle_end,9,ok,critical,10.0.0.254
2025-08-01T08:16:32Z,OpenPLC-003,OpenPLC,logic_injection,69,fail,critical,10.0.0.254
2025-08-01T08:16:42Z,OpenPLC-001,OpenPLC,cycle_start,64,ok,critical,192.168.99.99
2025-08-01T08:16:50Z,OpenPLC-003,OpenPLC,cycle_end,49,injected,critical,10.0.0.254
2025-08-01T08:17:00Z,OpenPLC-002,OpenPLC,logic_injection,48,injected,critical,192.168.99.99
2025-08-01T08:17:08Z,OpenPLC-003,OpenPLC,cycle_end,13,ok,critical,192.168.99.99
2025-08-01T08:17:13Z,OpenPLC-003,OpenPLC,logic_injection,3,injected,critical,10.0.0.254
2025-08-01T08:17:22Z,OpenPLC-005,OpenPLC,logic_injection,71,ok,critical,10.0.0.254
2025-08-01T08:17:27Z,OpenPLC-005,OpenPLC,logic_injection,53,injected,critical,10.0.0.254
2025-08-01T08:17:32Z,OpenPLC-004,OpenPLC,logic_injection,31,injected,critical,10.0.0.254
2025-08-01T08:17:41Z,OpenPLC-005,OpenPLC,cycle_start,53,fail,critical,192.168.99.99
2025-08-01T08:17:47Z,OpenPLC-003,OpenPLC,logic_injection,75,fail,critical,192.168.99.99
2025-08-01T08:17:56Z,OpenPLC-001,OpenPLC,cycle_end,82,ok,critical,192.168.99.99
2025-08-01T08:18:06Z,OpenPLC-002,OpenPLC,cycle_start,88,fail,critical,10.0.0.254
2025-08-01T08:18:15Z,OpenPLC-002,OpenPLC,logic_injection,6,ok,critical,192.168.99.99
2025-08-01T08:18:21Z,OpenPLC-003,OpenPLC,logic_injection,27,ok,critical,10.0.0.254
2025-08-01T08:18:28Z,OpenPLC-005,OpenPLC,cycle_end,91,injected,critical,10.0.0.254
2025-08-01T08:18:33Z,OpenPLC-001,OpenPLC,cycle_start,27,injected,critical,10.0.0.254
2025-08-01T08:18:39Z,OpenPLC-004,OpenPLC,logic_injection,38,injected,critical,192.168.99.99
2025-08-01T08:18:49Z,OpenPLC-005,OpenPLC,cycle_end,21,fail,critical,10.0.0.254
2025-08-01T08:18:54Z,OpenPLC-002,OpenPLC,cycle_start,71,injected,critical,10.0.0.254
2025-08-01T08:19:04Z,OpenPLC-002,OpenPLC,logic_injection,18,injected,critical,10.0.0.254
2025-08-01T08:19:13Z,OpenPLC-005,OpenPLC,cycle_start,59,injected,critical,192.168.99.99
2025-08-01T08:19:18Z,OpenPLC-005,OpenPLC,cycle_start,79,fail,critical,10.0.0.254
2025-08-01T08:19:23Z,OpenPLC-005,OpenPLC,logic_injection,74,injected,critical,192.168.99.99
2025-08-01T08:19:33Z,OpenPLC-002,OpenPLC,cycle_start,82,fail,critical,10.0.0.254
2025-08-01T08:19:42Z,OpenPLC-002,OpenPLC,logic_injection,38,injected,critical,10.0.0.254
2025-08-01T08:19:50Z,OpenPLC-001,OpenPLC,cycle_end,21,injected,critical,192.168.99.99
2025-08-01T08:19:58Z,OpenPLC-001,OpenPLC,cycle_start,20,injected,critical,10.0.0.254
2025-08-01T08:20:07Z,OpenPLC-002,OpenPLC,cycle_end,17,injected,critical,192.168.99.99
2025-08-01T08:20:13Z,OpenPLC-004,OpenPLC,cycle_start,81,injected,critical,10.0.0.254
2025-08-01T08:20:23Z,OpenPLC-001,OpenPLC,cycle_end,50,injected,critical,192.168.99.99
2025-08-01T08:20:28Z,OpenPLC-001,OpenPLC,cycle_end,22,injected,critical,10.0.0.254
2025-08-01T08:20:37Z,OpenPLC-002,OpenPLC,logic_injection,49,ok,critical,192.168.99.99
2025-08-01T08:20:46Z,OpenPLC-002,OpenPLC,cycle_start,80,ok,critical,192.168.99.99
2025-08-01T08:20:51Z,OpenPLC-003,OpenPLC,logic_injection,89,ok,critical,10.0.0.254
2025-08-01T08:20:56Z,OpenPLC-003,OpenPLC,cycle_start,26,injected,critical,10.0.0.254
2025-08-01T08:21:01Z,OpenPLC-005,OpenPLC,logic_injection,25,ok,critical,10.0.0.254
2025-08-01T08:21:08Z,OpenPLC-005,OpenPLC,cycle_start,66,injected,critical,192.168.99.99
2025-08-01T08:21:13Z,OpenPLC-001,OpenPLC,cycle_end,57,fail,critical,192.168.99.99
2025-08-01T08:21:22Z,OpenPLC-003,OpenPLC,logic_injection,9,fail,critical,10.0.0.254
2025-08-01T08:21:31Z,OpenPLC-001,OpenPLC,logic_injection,35,ok,critical,192.168.99.99
2025-08-01T08:21:37Z,OpenPLC-004,OpenPLC,cycle_start,5,fail,critical,10.0.0.254
2025-08-01T08:21:43Z,OpenPLC-002,OpenPLC,cycle_end,10,fail,critical,10.0.0.254
2025-08-01T08:21:51Z,OpenPLC-005,OpenPLC,cycle_end,95,ok,critical,10.0.0.254
2025-08-01T08:22:00Z,OpenPLC-005,OpenPLC,cycle_end,54,ok,critical,192.168.99.99
2025-08-01T08:22:07Z,OpenPLC-001,OpenPLC,logic_injection,18,injected,critical,10.0.0.254
2025-08-01T08:22:15Z,OpenPLC-005,OpenPLC,cycle_end,94,injected,critical,192.168.99.99
2025-08-01T08:22:20Z,OpenPLC-004,OpenPLC,cycle_end,71,injected,critical,10.0.0.254
2025-08-01T08:22:26Z,OpenPLC-004,OpenPLC,logic_injection,78,ok,critical,10.0.0.254
2025-08-01T08:22:36Z,OpenPLC-002,OpenPLC,cycle_end,14,ok,critical,192.168.99.99
2025-08-01T08:22:46Z,OpenPLC-005,OpenPLC,logic_injection,29,ok,critical,192.168.99.99
2025-08-01T08:22:51Z,OpenPLC-004,OpenPLC,logic_injection,68,fail,critical,10.0.0.254
2025-08-01T08:22:59Z,OpenPLC-002,OpenPLC,logic_injection,5,ok,critical,10.0.0.254
2025-08-01T08:23:07Z,OpenPLC-003,OpenPLC,cycle_start,90,ok,critical,10.0.0.254
2025-08-01T08:23:16Z,OpenPLC-003,OpenPLC,logic_injection,24,injected,critical,10.0.0.254
2025-08-01T08:23:22Z,OpenPLC-005,OpenPLC,logic_injection,91,fail,critical,192.168.99.99
2025-08-01T08:23:29Z,OpenPLC-005,OpenPLC,logic_injection,32,fail,critical,192.168.99.99
2025-08-01T08:23:38Z,OpenPLC-001,OpenPLC,logic_injection,3,injected,critical,10.0.0.254
2025-08-01T08:23:46Z,OpenPLC-002,OpenPLC,cycle_start,89,injected,critical,192.168.99.99
2025-08-01T08:23:55Z,OpenPLC-003,OpenPLC,cycle_end,69,ok,critical,10.0.0.254
2025-08-01T08:24:03Z,OpenPLC-003,OpenPLC,cycle_end,69,fail,critical,192.168.99.99
2025-08-01T08:24:12Z,OpenPLC-005,OpenPLC,cycle_start,37,ok,critical,10.0.0.254
2025-08-01T08:24:17Z,OpenPLC-004,OpenPLC,logic_injection,63,injected,critical,192.168.99.99
2025-08-01T08:24:27Z,OpenPLC-004,OpenPLC,logic_injection,53,fail,critical,192.168.99.99
2025-08-01T08:24:35Z,OpenPLC-002,OpenPLC,cycle_start,56,injected,critical,10.0.0.254
2025-08-01T08:24:44Z,OpenPLC-002,OpenPLC,cycle_end,74,ok,critical,192.168.99.99
2025-08-01T08:24:51Z,OpenPLC-002,OpenPLC,cycle_start,92,ok,critical,192.168.99.99
2025-08-01T08:24:58Z,OpenPLC-005,OpenPLC,cycle_end,15,fail,critical,192.168.99.99
2025-08-01T08:25:07Z,OpenPLC-004,OpenPLC,cycle_start,73,ok,critical,10.0.0.254
2025-08-01T08:25:13Z,OpenPLC-003,OpenPLC,cycle_start,28,ok,critical,10.0.0.254
2025-08-01T08:25:19Z,OpenPLC-005,OpenPLC,cycle_start,81,ok,critical,10.0.0.254
2025-08-01T08:25:25Z,OpenPLC-005,OpenPLC,cycle_end,39,ok,critical,10.0.0.254
2025-08-01T08:25:34Z,OpenPLC-004,OpenPLC,cycle_end,87,fail,critical,10.0.0.254
2025-08-01T08:25:40Z,OpenPLC-001,OpenPLC,logic_injection,86,fail,critical,10.0.0.254
2025-08-01T08:25:46Z,OpenPLC-002,OpenPLC,logic_injection,63,fail,critical,10.0.0.254
2025-08-01T08:25:54Z,OpenPLC-002,OpenPLC,cycle_end,21,fail,critical,10.0.0.254
2025-08-01T08:26:00Z,OpenPLC-005,OpenPLC,logic_injection,81,ok,critical,10.0.0.254
2025-08-01T08:26:06Z,OpenPLC-003,OpenPLC,logic_injection,37,injected,critical,192.168.99.99
2025-08-01T08:26:11Z,OpenPLC-004,OpenPLC,logic_injection,58,injected,critical,10.0.0.254
2025-08-01T08:26:17Z,OpenPLC-005,OpenPLC,logic_injection,46,ok,critical,192.168.99.99
2025-08-01T08:26:24Z,OpenPLC-004,OpenPLC,cycle_start,95,fail,critical,10.0.0.254
2025-08-01T08:26:29Z,OpenPLC-005,OpenPLC,logic_injection,36,fail,critical,192.168.99.99
2025-08-01T08:26:37Z,OpenPLC-002,OpenPLC,cycle_start,82,injected,critical,192.168.99.99
2025-08-01T08:26:46Z,OpenPLC-005,OpenPLC,cycle_end,84,fail,critical,10.0.0.254
2025-08-01T08:26:55Z,OpenPLC-005,OpenPLC,cycle_end,91,ok,critical,192.168.99.99
2025-08-01T08:27:02Z,OpenPLC-001,OpenPLC,cycle_end,26,ok,critical,10.0.0.254
2025-08-01T08:27:08Z,OpenPLC-002,OpenPLC,cycle_end,53,injected,critical,10.0.0.254
2025-08-01T08:27:16Z,OpenPLC-001,OpenPLC,cycle_start,54,injected,critical,10.0.0.254
2025-08-01T08:27:25Z,OpenPLC-003,OpenPLC,cycle_start,44,injected,critical,192.168.99.99
2025-08-01T08:27:31Z,OpenPLC-005,OpenPLC,cycle_end,61,ok,critical,10.0.0.254
2025-08-01T08:27:40Z,OpenPLC-001,OpenPLC,cycle_end,58,injected,critical,10.0.0.254
2025-08-01T08:27:50Z,OpenPLC-001,OpenPLC,cycle_start,32,injected,critical,192.168.99.99
2025-08-01T08:27:59Z,OpenPLC-001,OpenPLC,cycle_start,64,injected,critical,10.0.0.254
2025-08-01T08:28:08Z,OpenPLC-002,OpenPLC,cycle_end,70,injected,critical,10.0.0.254
2025-08-01T08:28:13Z,OpenPLC-003,OpenPLC,logic_injection,36,ok,critical,10.0.0.254
2025-08-01T08:28:21Z,OpenPLC-005,OpenPLC,cycle_start,95,fail,critical,10.0.0.254
2025-08-01T08:28:26Z,OpenPLC-001,OpenPLC,cycle_start,11,ok,critical,10.0.0.254
2025-08-01T08:28:32Z,OpenPLC-002,OpenPLC,cycle_start,86,ok,critical,192.168.99.99
2025-08-01T08:28:42Z,OpenPLC-002,OpenPLC,logic_injection,88,ok,critical,192.168.99.99
2025-08-01T08:28:47Z,OpenPLC-001,OpenPLC,cycle_start,23,fail,critical,10.0.0.254
2025-08-01T08:28:54Z,OpenPLC-002,OpenPLC,cycle_end,65,ok,critical,192.168.99.99
2025-08-01T08:29:03Z,OpenPLC-005,OpenPLC,cycle_start,16,injected,critical,10.0.0.254
2025-08-01T08:29:13Z,OpenPLC-005,OpenPLC,cycle_start,57,fail,critical,192.168.99.99
2025-08-01T08:29:20Z,OpenPLC-003,OpenPLC,cycle_end,87,injected,critical,10.0.0.254
2025-08-01T08:29:25Z,OpenPLC-002,OpenPLC,logic_injection,96,fail,critical,10.0.0.254
2025-08-01T08:29:31Z,OpenPLC-002,OpenPLC,logic_injection,90,fail,critical,192.168.99.99
2025-08-01T08:29:38Z,OpenPLC-005,OpenPLC,cycle_start,100,fail,critical,10.0.0.254
2025-08-01T08:29:47Z,OpenPLC-002,OpenPLC,logic_injection,7,fail,critical,192.168.99.99
2025-08-01T08:29:56Z,OpenPLC-001,OpenPLC,cycle_start,60,fail,critical,192.168.99.99
2025-08-01T08:30:03Z,OpenPLC-005,OpenPLC,logic_injection,99,ok,critical,10.0.0.254
2025-08-01T08:30:13Z,OpenPLC-002,OpenPLC,cycle_start,77,ok,critical,10.0.0.254
2025-08-01T08:30:22Z,OpenPLC-001,OpenPLC,logic_injection,75,injected,critical,192.168.99.99
2025-08-01T08:30:30Z,OpenPLC-001,OpenPLC,cycle_start,6,injected,critical,192.168.99.99
2025-08-01T08:30:40Z,OpenPLC-001,OpenPLC,logic_injection,41,ok,critical,192.168.99.99
2025-08-01T08:30:46Z,OpenPLC-004,OpenPLC,logic_injection,55,ok,critical,10.0.0.254
2025-08-01T08:30:56Z,OpenPLC-004,OpenPLC,cycle_start,51,ok,critical,10.0.0.254
2025-08-01T08:31:01Z,OpenPLC-003,OpenPLC,cycle_end,81,injected,critical,192.168.99.99
2025-08-01T08:31:07Z,OpenPLC-005,OpenPLC,cycle_end,9,ok,critical,192.168.99.99
2025-08-01T08:31:13Z,OpenPLC-002,OpenPLC,cycle_start,95,injected,critical,192.168.99.99
2025-08-01T08:31:20Z,OpenPLC-002,OpenPLC,cycle_start,37,fail,critical,192.168.99.99
2025-08-01T08:31:27Z,OpenPLC-003,OpenPLC,logic_injection,71,ok,critical,10.0.0.254
2025-08-01T08:31:34Z,OpenPLC-005,OpenPLC,cycle_start,45,ok,critical,10.0.0.254
2025-08-01T08:31:40Z,OpenPLC-001,OpenPLC,logic_injection,68,injected,critical,192.168.99.99
2025-08-01T08:31:50Z,OpenPLC-001,OpenPLC,cycle_start,61,injected,critical,10.0.0.254
2025-08-01T08:32:00Z,OpenPLC-003,OpenPLC,cycle_start,100,ok,critical,10.0.0.254
2025-08-01T08:32:08Z,OpenPLC-004,OpenPLC,logic_injection,86,injected,critical,10.0.0.254
2025-08-01T08:32:17Z,OpenPLC-005,OpenPLC,cycle_end,32,ok,critical,192.168.99.99
2025-08-01T08:32:24Z,OpenPLC-005,OpenPLC,cycle_end,97,ok,critical,192.168.99.99
2025-08-01T08:32:33Z,OpenPLC-003,OpenPLC,logic_injection,14,ok,critical,192.168.99.99
2025-08-01T08:32:41Z,OpenPLC-003,OpenPLC,cycle_start,11,ok,critical,192.168.99.99
